mag,ra,dec
10.31,2.866474,-1.788914
10.31,2.950079,-30.410391
10.31,2.980291,-54.804218
10.31,3.763426,33.632216
10.31,3.813765,-61.34211
10.31,4.000992,13.190331
10.31,4.446613,44.257457
10.31,4.610462,18.754943
10.31,4.876812,44.635099
10.31,5.590597,-45.11031
10.31,5.608993,-68.900463
10.31,5.721173,41.118513
10.31,6.099316,7.31754
10.31,6.847122,74.547945
10.31,6.851747,-24.706264
10.31,7.40072,67.353117
10.31,7.592782,35.953128
10.31,7.92891,-3.198216
10.31,8.076981,-56.857837
10.31,9.083093,77.031935
10.31,9.140798,-13.478795
10.31,9.147799,-34.842708
10.31,9.517121,63.60435
10.31,9.727231,9.574517
10.31,9.749756,57.502354
10.31,11.528728,22.667136
10.31,11.549577,-39.889693
10.31,11.687961,-33.709222
10.31,11.93939,68.246521
10.31,12.331956,-43.997853
10.31,12.60533,53.109232
10.31,12.784557,-40.193893
10.31,12.821926,39.045353
10.31,13.217823,-75.313847
10.31,13.566472,48.768754
10.31,13.595079,24.042539
10.31,13.613249,22.75941
10.31,14.136762,80.597276
10.31,14.184874,73.347513
10.31,14.190067,30.084015
10.31,14.354823,-51.361991
10.31,14.583272,-66.030459
10.31,15.090764,-23.683096
10.31,15.65364,66.803268
10.31,15.682482,28.512633
10.31,15.753575,-34.291839
10.31,15.77566,19.954266
10.31,15.96383,59.271028
10.31,16.183698,-21.291538
10.31,16.420879,-44.367513
10.31,16.524577,-44.928878
10.31,16.659316,-37.269574
10.31,16.663399,-73.029794
10.31,16.749434,6.043647
10.31,16.818192,25.297082
10.31,16.891365,-23.163968
10.31,16.918784,12.773908
10.31,17.803068,-46.503891
10.31,18.002949,80.756705
10.31,18.120268,-18.905752
10.31,18.275303,45.557855
10.31,18.752842,39.219239
10.31,18.805698,1.532468
10.31,18.82066,21.494607
10.31,19.181803,-48.079833
10.31,19.234331,13.856633
10.31,19.90053,-30.252897
10.31,19.982724,-7.703829
10.31,20.219728,2.938935
10.31,20.617078,-50.318834
10.31,20.689319,52.587542
10.31,21.030377,-33.984624
10.31,21.506138,8.099677
10.31,21.628324,22.711702
10.31,21.642193,-68.048074
10.31,22.053754,9.72747
10.31,22.137581,-50.693804
10.31,22.147797,-31.757961
10.31,22.162981,-37.448719
10.31,22.402168,53.368214
10.31,22.439586,-46.138294
10.31,22.596604,-15.681999
10.31,22.740256,17.556604
10.31,22.784959,-30.780672
10.31,22.896365,16.291929
10.31,23.214382,-46.048454
10.31,23.230243,7.917336
10.31,23.331097,-0.466471
10.31,23.817233,-30.569984
10.31,23.961452,23.151037
10.31,4.416781,16.986579
10.3,0.046696,-24.945298
10.3,0.051975,29.485979
10.3,0.110056,-25.295685
10.3,0.316224,-26.293704
10.3,0.325157,31.980626
10.3,0.451588,-70.248409
10.3,0.505254,-28.457623
10.3,0.729349,-39.182072
10.3,0.849793,-30.365864
10.3,1.373063,-33.21423
10.3,2.227914,71.294978
10.3,2.537987,61.554175
10.3,3.242796,52.348268
10.3,3.570096,73.57531
10.3,4.697409,21.468494
10.3,4.763245,-13.170966
10.3,5.086727,-66.736822
10.3,5.117311,16.820465
10.3,5.159631,24.325306
10.3,5.336259,27.64617
10.3,5.527339,-67.46988
10.3,6.254867,22.29495
10.3,6.871205,18.292096
10.3,7.302219,45.643142
10.3,7.302283,39.27481
10.3,7.609909,50.866377
10.3,7.864017,21.653884
10.3,7.88122,-26.329057
10.3,7.965013,3.675508
10.3,8.634216,-16.037583
10.3,9.493833,-79.672031
10.3,9.75081,66.985242
10.3,9.824359,-55.335691
10.3,9.828375,49.253286
10.3,10.164779,-25.392598
10.3,10.587428,27.234822
10.3,11.605489,28.470627
10.3,12.003661,32.183859
10.3,12.022471,-44.929304
10.3,12.344643,29.533589
10.3,12.604873,13.025199
10.3,12.837136,20.278361
10.3,13.029336,22.812899
10.3,13.055631,39.637122
10.3,13.057403,25.798404
10.3,13.158089,-9.59873
10.3,13.195534,25.204051
10.3,13.651337,-48.94824
10.3,13.696653,12.814664
10.3,13.827587,34.991206
10.3,13.846698,20.173486
10.3,13.848546,7.02115
10.3,13.863558,19.40794
10.3,14.108186,5.232813
10.3,14.562733,-0.947328
10.3,14.564475,36.870982
10.3,14.793441,-75.983827
10.3,15.063421,-29.227633
10.3,15.459311,19.247323
10.3,15.708632,48.302543
10.3,15.825275,-46.327207
10.3,16.19158,-50.365472
10.3,16.30633,-41.979993
10.3,16.433123,-1.091632
10.3,16.933542,-23.680095
10.3,17.11335,-24.121553
10.3,17.275934,-51.772579
10.3,17.276782,26.574821
10.3,18.011417,24.909128
10.3,18.057661,-29.612802
10.3,18.349004,12.532109
10.3,18.547015,-29.296435
10.3,20.308883,33.155183
10.3,20.614812,-16.765273
10.3,20.66198,-42.840527
10.3,20.792859,-16.732642
10.3,20.993039,24.302947
10.3,21.005941,-13.334772
10.3,21.157937,-33.181062
10.3,21.746594,-51.734944
10.3,21.764632,-36.658766
10.3,21.899701,41.779029
10.3,21.972635,-65.562136
10.3,22.248458,-38.160838
10.3,22.326206,21.367165
10.3,22.779389,-39.323511
10.3,22.876376,-45.881164
10.3,23.107636,-27.457556
10.3,23.393269,14.480088
10.3,23.702951,-2.576863
10.3,23.771929,24.855898
10.3,9.180709,-45.307444
10.3,10.183396,75.142078
10.3,23.264207,-9.07915
10.29,1.225987,-24.497017
10.29,1.352417,-23.571803
10.29,1.424539,12.155713
10.29,1.448098,1.297652
10.29,2.385902,-10.677576
10.29,2.645282,0.278298
10.29,3.302058,38.252072
10.29,3.476637,-30.567723
10.29,3.600217,34.143758
10.29,3.876592,29.517848
10.29,4.337078,50.27477
10.29,4.725484,11.166713
10.29,4.873202,18.996917
10.29,4.936672,-3.5232
10.29,6.663397,38.470133
10.29,6.719234,-11.778777
10.29,6.857732,-1.371116
10.29,7.357535,81.273845
10.29,7.500265,33.759742
10.29,8.058553,-31.357295
10.29,8.498884,61.725756
10.29,10.022823,29.58459
10.29,10.160292,31.035331
10.29,10.98301,20.537026
10.29,11.122173,-45.881407
10.29,11.219464,0.238842
10.29,11.779513,41.44508
10.29,11.95519,74.263298
10.29,12.170694,67.961918
10.29,12.198929,-0.484718
10.29,12.536918,61.465057
10.29,12.978005,44.800669
10.29,13.011116,51.407538
10.29,13.048948,15.199702
10.29,13.421145,26.072641
10.29,13.48636,-61.200345
10.29,13.915943,9.181472
10.29,13.96222,-40.800403
10.29,13.964094,-48.121581
10.29,14.104906,3.235689
10.29,14.283798,24.497201
10.29,14.754807,40.101911
10.29,15.075061,27.5853
10.29,15.13478,69.732385
10.29,15.250628,-5.421891
10.29,15.385562,-36.573235
10.29,15.484694,68.490361
10.29,16.186839,-60.465839
10.29,16.4399,64.462328
10.29,16.956289,-25.799595
10.29,17.096513,19.008822
10.29,17.133164,10.56515
10.29,17.249516,15.669464
10.29,17.644346,61.237812
10.29,18.176257,-50.348065
10.29,18.357253,18.173798
10.29,18.384837,58.903561
10.29,19.4537,-42.597309
10.29,19.61027,-31.259286
10.29,19.654088,-2.61242
10.29,20.404252,-39.739456
10.29,20.550517,28.855902
10.29,20.739429,19.749686
10.29,21.642673,-59.508531
10.29,22.446796,14.546302
10.29,22.449516,46.03022
10.29,22.605261,46.045283
10.29,22.780527,44.333991
10.29,23.29537,42.751865
10.29,23.344722,-32.396374
10.29,23.40773,18.116874
10.29,23.499176,13.54208
10.29,23.856452,-31.618076
10.29,5.11383,-21.581878
10.28,0.120214,-22.027732
10.28,0.366278,39.638081
10.28,0.478534,-24.078569
10.28,0.941729,-27.22745
10.28,1.127232,-31.790794
10.28,1.371232,-12.268606
10.28,1.416616,-24.50541
10.28,1.69915,17.057971
10.28,2.142622,31.390448
10.28,2.317187,-28.823772
10.28,2.690525,5.988447
10.28,2.829242,-30.919612
10.28,3.335472,-62.788095
10.28,3.373135,3.447254
10.28,3.407948,6.985016
10.28,3.563692,21.019581
10.28,3.762249,66.538685
10.28,3.792127,53.948827
10.28,4.150013,4.991099
10.28,4.358453,4.15688
10.28,4.464315,10.014326
10.28,4.489076,5.794604
10.28,4.950513,-25.078756
10.28,5.143064,-18.172048
10.28,5.511883,-70.919691
10.28,5.754615,-68.997767
10.28,5.910121,5.35103
10.28,6.513958,-9.651413
10.28,6.669365,33.707492
10.28,6.823584,-27.54842
10.28,6.846129,29.45315
10.28,7.009472,34.40311
10.28,7.953816,56.622394
10.28,8.03305,-57.867541
10.28,8.104193,2.013
10.28,8.583477,-16.086229
10.28,8.804924,18.748143
10.28,8.850331,0.491705
10.28,8.948642,-32.368649
10.28,9.054962,51.412414
10.28,9.14814,65.375485
10.28,10.960772,69.596611
10.28,11.53316,-41.848153
10.28,11.57891,-29.214867
10.28,11.590771,29.185143
10.28,11.759138,35.27914
10.28,11.839496,35.728398
10.28,12.014495,-47.590615
10.28,12.137165,52.323485
10.28,12.252143,27.442073
10.28,12.496168,-49.86344
10.28,12.549944,36.562038
10.28,12.640836,-51.717207
10.28,12.641397,-33.38499
10.28,12.861234,38.368545
10.28,13.069736,55.723713
10.28,13.18177,41.172077
10.28,13.272867,24.203792
10.28,13.431173,-51.738192
10.28,13.519857,11.596935
10.28,13.527373,-50.790691
10.28,13.598364,18.972849
10.28,13.934814,-84.060651
10.28,13.962638,13.386891
10.28,14.094971,-49.162761
10.28,14.121144,-46.193483
10.28,14.267571,0.272946
10.28,14.785768,5.139371
10.28,15.253143,-2.886811
10.28,15.437422,6.700024
10.28,15.607564,45.513953
10.28,15.751365,29.601501
10.28,15.874607,-9.407024
10.28,15.903003,-5.221727
10.28,15.991449,-44.795046
10.28,16.004583,-1.798809
10.28,16.523736,-65.215918
10.28,16.546772,-1.747912
10.28,17.040593,-11.901041
10.28,17.190861,70.334991
10.28,17.570735,70.564685
10.28,17.683502,-53.527458
10.28,17.815892,4.963229
10.28,18.019229,19.249078
10.28,18.400196,-51.130378
10.28,18.490327,5.05942
10.28,18.577673,-51.619595
10.28,19.181198,-48.078712
10.28,19.385461,-41.139626
10.28,19.444054,32.343885
10.28,19.502709,-44.526153
10.28,19.646295,-45.263588
10.28,20.302659,-28.36765
10.28,20.509602,-49.855196
10.28,20.911211,29.823272
10.28,20.921318,42.300189
10.28,21.149455,6.721823
10.28,21.167135,-1.864535
10.28,21.682752,-47.593558
10.28,21.703137,10.27965
10.28,22.630435,-44.16168
10.28,23.220431,-34.567423
10.28,23.340274,-58.146078
10.28,23.561211,-59.086611
10.28,23.862026,-44.747258
10.28,23.940014,-71.294123
10.28,2.115794,45.186072
10.28,13.59025,-0.389409
10.28,17.64423,61.237423
10.28,20.502889,26.842389
10.27,0.314221,1.062988
10.27,0.541063,67.235669
10.27,0.550378,44.730082
10.27,1.10648,-44.257134
10.27,1.115442,-32.754565
10.27,1.121727,-72.467683
10.27,1.126074,-16.194684
10.27,1.873587,-25.7154
10.27,3.109133,-23.334422
10.27,3.372512,1.77268
10.27,3.450411,24.327103
10.27,3.562313,52.249152
10.27,4.674795,-9.196107
10.27,4.714518,18.144884
10.27,4.997524,0.51084
10.27,5.294996,30.984274
10.27,5.435203,22.821765
10.27,5.754181,-5.111478
10.27,5.779462,8.757521
10.27,5.8163,19.076792
10.27,5.920685,-0.99875
10.27,6.2814,-85.184727
10.27,6.53044,40.186728
10.27,6.975243,-24.099698
10.27,6.993029,28.272281
10.27,7.100446,-28.321267
10.27,7.221509,17.433832
10.27,7.715955,60.295652
10.27,7.756437,33.736128
10.27,9.579922,47.585074
10.27,10.007017,33.967634
10.27,10.738048,37.642515
10.27,10.96603,-51.060146
10.27,10.973435,-6.737227
10.27,11.027087,57.490829
10.27,11.248676,-40.104605
10.27,11.54999,46.064391
10.27,11.563626,1.752242
10.27,12.056942,70.432137
10.27,12.29902,36.899359
10.27,12.315137,60.943442
10.27,12.597611,-60.524787
10.27,12.842564,-47.515366
10.27,13.302969,47.74036
10.27,13.46244,3.874064
10.27,13.789846,-6.136875
10.27,13.80582,-36.862561
10.27,13.927964,19.926167
10.27,14.003066,44.811264
10.27,14.10333,-55.607594
10.27,14.294219,-20.755971
10.27,14.453078,0.560703
10.27,14.520184,70.794162
10.27,14.636455,36.215826
10.27,14.800267,11.442376
10.27,14.872994,27.316324
10.27,15.001066,-67.371467
10.27,15.408582,-13.37089
10.27,15.56831,3.919366
10.27,15.654935,-48.352695
10.27,15.700102,13.037362
10.27,15.792536,-41.466187
10.27,15.989643,-55.895426
10.27,16.029147,64.096431
10.27,16.30688,-51.652401
10.27,16.333372,-45.424094
10.27,16.402496,48.352905
10.27,16.62121,5.962638
10.27,16.788926,27.642598
10.27,17.026561,-57.58838
10.27,17.059521,-50.045929
10.27,17.112499,-7.824826
10.27,17.127188,-12.346065
10.27,17.428948,-41.42933
10.27,17.973457,7.503504
10.27,18.428213,-78.370607
10.27,19.035564,38.570152
10.27,19.444752,74.097279
10.27,20.018107,-7.36443
10.27,20.398735,56.247818
10.27,20.691142,57.429801
10.27,20.697536,-32.43523
10.27,20.72903,-42.04847
10.27,21.054552,7.082451
10.27,21.194701,-46.602985
10.27,21.324368,52.324775
10.27,21.494853,-49.724216
10.27,21.505965,51.610143
10.27,21.783289,37.973512
10.27,21.918249,-31.377916
10.27,22.149713,-50.619105
10.27,22.4132,34.723714
10.27,22.696327,36.824491
10.27,22.782406,36.783942
10.27,22.81857,-34.043617
10.27,22.975543,-42.288012
10.27,23.147552,17.215549
10.27,23.249612,-50.984281
10.27,23.252499,-50.855214
10.26,0.136989,-43.646862
10.26,0.517534,-32.631924
10.26,0.918286,76.251552
10.26,1.368864,33.511178
10.26,1.402049,-52.511431
10.26,1.552579,30.183001
10.26,1.767447,59.102096
10.26,1.832173,-22.320394
10.26,2.072667,-6.443033
10.26,2.881263,50.075297
10.26,3.078264,-14.936756
10.26,3.169487,-5.271006
10.26,3.255951,-70.294974
10.26,3.78814,47.385982
10.26,3.937772,-28.399643
10.26,3.974225,11.90579
10.26,4.064437,36.183466
10.26,4.481225,59.386218
10.26,4.611021,41.079627
10.26,4.97624,-32.111879
10.26,4.97704,-1.411378
10.26,5.009555,0.005438
10.26,5.365482,-32.493995
10.26,5.484111,14.744021
10.26,6.29051,17.989207
10.26,7.439523,80.230959
10.26,7.853338,-21.21962
10.26,8.0063,32.122768
10.26,8.040697,-55.043606
10.26,8.804415,34.603932
10.26,9.150911,27.432042
10.26,9.435458,51.64604
10.26,9.466793,61.661397
10.26,9.641328,38.806354
10.26,9.686287,37.149234
10.26,10.352254,-52.505339
10.26,10.789764,28.398866
10.26,10.803704,-63.62755
10.26,11.180846,50.066276
10.26,11.566788,-18.043413
10.26,11.604552,-25.617122
10.26,12.0798,-27.678693
10.26,12.085492,41.567509
10.26,12.430843,-1.110592
10.26,12.642443,50.841783
10.26,12.76135,42.717993
10.26,12.947756,50.800695
10.26,12.979987,37.468082
10.26,13.020158,35.865511
10.26,13.038981,33.771322
10.26,13.090338,-21.043477
10.26,13.096723,-65.512944
10.26,13.478186,-37.003359
10.26,13.720376,-44.206905
10.26,13.98088,-2.914534
10.26,13.98344,29.737912
10.26,13.988244,-36.547853
10.26,14.108197,40.862279
10.26,14.121115,25.091506
10.26,14.202761,-77.091799
10.26,14.43333,34.370892
10.26,14.474486,73.05185
10.26,14.626637,29.030563
10.26,14.784991,-42.895808
10.26,14.95951,12.128061
10.26,14.972782,-17.550082
10.26,15.008593,-12.449067
10.26,15.094272,-6.590607
10.26,15.401185,-41.161574
10.26,15.572264,-64.416053
10.26,15.787314,-18.027484
10.26,15.899947,-45.226827
10.26,16.198704,27.926511
10.26,16.360773,14.56915
10.26,16.511175,-21.452238
10.26,16.568264,-48.567693
10.26,16.75114,-9.544701
10.26,16.880792,-23.30705
10.26,17.516487,-11.18659
10.26,17.728473,-29.618689
10.26,18.545458,-51.600952
10.26,19.752728,4.90621
10.26,20.072814,-49.641142
10.26,20.253412,34.513421
10.26,20.298673,-22.601797
10.26,20.365212,-3.217738
10.26,20.93392,31.97431
10.26,20.944429,-9.655311
10.26,21.169618,8.067004
10.26,21.365986,23.821788
10.26,21.46343,67.667647
10.26,21.562083,-49.986658
10.26,21.9792,0.809734
10.26,22.090367,46.413839
10.26,22.109699,-34.408527
10.26,23.48851,-29.806616
10.26,23.577745,-1.505824
10.26,23.718402,-64.787064
10.26,23.842017,-29.363178
10.26,23.959472,66.431625
10.25,0.236694,-26.097434
10.25,0.421058,-38.050846
10.25,0.940632,-28.656081
10.25,0.952842,-19.832854
10.25,1.068347,-34.674711
10.25,1.177341,73.121446
10.25,1.29667,-32.031624
10.25,2.075171,31.667007
10.25,2.170356,-36.771135
10.25,2.219702,46.28086
10.25,2.778575,-23.086611
10.25,3.176982,-84.543163
10.25,3.449378,-22.083309
10.25,3.692725,-58.987298
10.25,4.303165,9.155522
10.25,4.376319,26.33133
10.25,4.477134,67.851182
10.25,5.657289,-22.838675
10.25,5.993819,58.593024
10.25,6.347223,5.744831
10.25,6.359264,33.963811
10.25,6.544398,81.215476
10.25,6.799685,41.177132
10.25,7.706794,42.939627
10.25,7.844946,-6.060636
10.25,8.990509,53.971548
10.25,9.334975,47.806271
10.25,9.565603,-39.594434
10.25,9.708658,-49.516404
10.25,9.878968,41.822744
10.25,9.938883,-51.761651
10.25,10.208298,-0.637098
10.25,10.338993,-59.376622
10.25,10.369065,-24.207976
10.25,10.575064,9.963535
10.25,10.635041,-23.55001
10.25,10.662905,29.887494
10.25,10.90495,23.978778
10.25,11.066887,34.881124
10.25,11.210962,56.160289
10.25,11.339229,48.576168
10.25,11.385922,27.056941
10.25,12.241597,-29.598798
10.25,12.443801,20.952233
10.25,13.201494,-51.879673
10.25,13.361605,48.069573
10.25,13.532923,12.391593
10.25,13.544931,75.006891
10.25,13.84668,-23.440844
10.25,13.957108,21.926917
10.25,13.965736,-45.212236
10.25,14.002098,-50.85296
10.25,14.385094,-68.382656
10.25,15.046138,37.910114
10.25,15.322546,29.206173
10.25,15.415221,0.670668
10.25,15.452762,-36.525451
10.25,15.899293,-5.731913
10.25,16.106282,18.501765
10.25,16.165954,24.414373
10.25,16.707198,-44.147955
10.25,16.789495,-13.819124
10.25,16.980935,76.099093
10.25,17.54487,-46.591065
10.25,17.848564,-44.114171
10.25,17.891928,31.425023
10.25,18.122779,-58.961674
10.25,19.032412,-15.778855
10.25,19.27203,-54.67257
10.25,19.901569,-32.003376
10.25,19.976526,81.270157
10.25,20.113669,-37.912359
10.25,20.401489,21.941053
10.25,20.503112,-46.91069
10.25,20.632928,77.233985
10.25,20.794266,-44.096474
10.25,21.056066,18.218244
10.25,21.127505,-47.319748
10.25,21.425715,58.288649
10.25,21.547333,-51.050308
10.25,21.60014,-46.685697
10.25,21.640851,-50.812018
10.25,21.785938,-40.9768
10.25,21.93775,20.830751
10.25,22.005332,17.039115
10.25,22.168906,-42.902309
10.25,22.19169,18.426191
10.25,22.447211,-54.756624
10.25,22.777149,70.243365
10.25,23.486783,-49.666489
10.25,23.539615,21.985969
10.25,23.637256,-46.213806
10.25,23.913462,-18.592043
10.24,0.044233,-29.075247
10.24,0.115487,-30.603072
10.24,0.147738,-25.547755
10.24,0.223388,65.61346
10.24,0.413979,13.941502
10.24,1.154704,-54.648831
10.24,1.250373,3.906158
10.24,1.282329,38.46375
10.24,1.31183,9.974165
10.24,1.488243,36.683728
10.24,1.533795,57.194638
10.24,1.720068,-16.825989
10.24,1.741432,7.81883
10.24,2.525221,-20.028212
10.24,2.636879,-13.997785
10.24,3.387724,-49.994134
10.24,3.579001,-47.270026
10.24,3.628918,-20.467536
10.24,3.887144,25.756069
10.24,3.94257,11.99819
10.24,4.720812,-41.105268
10.24,4.867642,19.2301
10.24,4.983489,8.130482
10.24,5.036082,66.165704
10.24,5.265526,21.821982
10.24,5.997943,-30.857873
10.24,6.899081,29.570124
10.24,7.893385,39.079406
10.24,8.006364,-23.703174
10.24,8.056719,21.850248
10.24,8.24789,36.460404
10.24,8.421386,24.343426
10.24,8.431002,-16.379804
10.24,8.653046,18.17599
10.24,8.777662,-13.357052
10.24,9.006434,-63.001198
10.24,9.013008,-4.370356
10.24,9.210251,36.60038
10.24,9.996582,-52.050877
10.24,10.428784,66.063697
10.24,10.623456,31.547833
10.24,10.657154,67.973677
10.24,10.912179,-24.191299
10.24,11.309665,54.617451
10.24,11.706452,40.479261
10.24,11.823276,16.880457
10.24,11.8769,44.695537
10.24,12.530906,-28.116915
10.24,12.737704,-50.689882
10.24,12.876004,36.01733
10.24,12.932929,6.81617
10.24,12.972511,-47.35939
10.24,12.989163,35.126402
10.24,13.31318,7.588094
10.24,13.384246,-50.493566
10.24,13.656698,46.186493
10.24,13.85857,4.186618
10.24,13.942666,-41.521529
10.24,14.112192,43.048334
10.24,14.131348,-2.112543
10.24,14.325003,2.575601
10.24,14.510668,-74.758243
10.24,14.633527,-27.668116
10.24,14.918677,-7.732106
10.24,15.060575,-24.596166
10.24,15.154907,0.94439
10.24,15.374791,-24.30371
10.24,15.397152,23.150909
10.24,15.409449,-49.530986
10.24,15.563547,-46.886365
10.24,15.848079,-46.416897
10.24,15.983144,35.972238
10.24,16.024418,0.534225
10.24,16.150851,52.943874
10.24,16.220614,53.715094
10.24,16.383778,-47.658943
10.24,16.4959,30.69477
10.24,17.583221,-25.44469
10.24,17.878215,-52.477026
10.24,18.362238,26.914066
10.24,18.550882,31.593574
10.24,18.952565,-23.866225
10.24,19.220977,46.982165
10.24,19.71109,-30.656917
10.24,19.851305,-41.023232
10.24,20.490444,1.541999
10.24,20.577979,-43.618001
10.24,21.590503,-0.981226
10.24,21.732773,-34.710073
10.24,21.772752,-54.457356
10.24,22.577704,46.765263
10.24,22.939968,-37.760883
10.24,23.54767,-15.58526
10.24,23.640697,-46.484177
10.24,17.31593,-34.997665
10.23,0.553914,-30.939215
10.23,0.741611,-35.085798
10.23,1.180689,-24.596477
10.23,1.712013,46.226547
10.23,2.559297,-21.678478
10.23,2.660989,-15.039351
10.23,3.135179,-24.759648
10.23,3.251322,1.037555
10.23,3.54219,51.48959
10.23,3.575328,29.565284
10.23,3.607243,51.440127
10.23,3.658848,-2.862986
10.23,3.687358,10.657284
10.23,3.780258,30.808305
10.23,3.794711,39.160167
10.23,4.276236,56.570529
10.23,5.100893,80.247854
10.23,5.147875,-0.888132
10.23,5.482879,-4.70054
10.23,6.668798,33.711157
10.23,6.931134,55.638724
10.23,6.941748,-13.05937
10.23,7.875979,12.019334
10.23,8.14245,63.539193
10.23,8.697233,7.438699
10.23,8.946284,42.473051
10.23,10.055407,60.868106
10.23,10.303466,35.735702
10.23,10.688171,43.678059
10.23,11.1044,-29.072739
10.23,11.337731,28.162775
10.23,11.416611,40.003524
10.23,11.454686,42.110442
10.23,11.874123,39.062878
10.23,12.236983,38.032491
10.23,12.879027,-52.269308
10.23,13.205638,-50.853004
10.23,13.317879,-36.102636
10.23,13.510028,-65.129999
10.23,13.566399,-64.05555
10.23,13.685576,28.710562
10.23,13.749015,29.024238
10.23,14.115911,20.19962
10.23,14.141168,18.858943
10.23,14.326582,34.585126
10.23,14.475224,-50.603831
10.23,14.480535,4.421346
10.23,14.518225,8.517504
10.23,14.526526,14.596147
10.23,14.638514,9.971211
10.23,14.724084,9.493677
10.23,14.738028,-29.693062
10.23,15.112264,7.628571
10.23,15.13511,35.235393
10.23,15.624961,-18.16873
10.23,15.654232,29.622113
10.23,15.780773,-5.256525
10.23,16.025621,-54.27079
10.23,16.071404,-3.218876
10.23,16.098376,-5.582298
10.23,16.206828,23.133705
10.23,16.301024,77.648725
10.23,16.310904,20.576604
10.23,16.327181,-26.875278
10.23,16.385462,-24.709784
10.23,16.834294,-43.639931
10.23,16.863376,-44.640571
10.23,17.600324,38.288484
10.23,17.888276,-47.217052
10.23,18.607218,-44.31026
10.23,20.019394,15.803519
10.23,20.194357,-4.593369
10.23,20.561881,-32.051536
10.23,20.866274,62.18812
10.23,21.406703,36.550316
10.23,21.411367,-47.662946
10.23,21.579547,39.050017
10.23,21.653911,57.801318
10.23,21.769902,57.798053
10.23,21.896967,-12.904594
10.23,21.985864,2.400315
10.23,22.189359,-39.346616
10.23,22.387121,47.440967
10.23,22.594483,-28.133129
10.23,23.714304,-31.23723
10.23,23.822632,-30.658163
10.23,23.852016,-24.845687
10.22,0.246458,-28.975074
10.22,0.302927,34.310437
10.22,0.450327,-40.491988
10.22,0.488227,-31.277384
10.22,0.662372,-26.466001
10.22,0.717472,-19.181472
10.22,1.337183,-43.915935
10.22,1.396571,-10.721006
10.22,1.701571,-27.556874
10.22,2.374937,36.366318
10.22,2.478115,17.805974
10.22,2.511525,-22.02019
10.22,2.555439,4.424552
10.22,2.616313,18.994039
10.22,2.981852,53.226952
10.22,2.988998,12.002893
10.22,2.996898,-1.542451
10.22,3.093398,-23.468613
10.22,3.268305,-5.854405
10.22,3.745289,-1.45048
10.22,3.823211,-18.048156
10.22,4.742577,42.242884
10.22,4.911333,-29.043715
10.22,5.701826,23.013549
10.22,5.879597,32.568677
10.22,6.317037,38.530899
10.22,6.434703,27.999
10.22,6.531899,30.867029
10.22,6.618012,3.063959
10.22,6.625967,9.699241
10.22,7.48056,58.128156
10.22,7.559715,-40.911625
10.22,8.310049,58.071783
10.22,8.822312,49.455693
10.22,9.178242,67.087255
10.22,9.246703,32.747634
10.22,9.280096,-49.301356
10.22,9.557354,-11.183446
10.22,9.741653,-45.776513
10.22,9.939598,49.22612
10.22,10.860831,67.585833
10.22,10.955053,52.906822
10.22,11.262489,58.129872
10.22,11.270634,30.207556
10.22,11.474722,36.015941
10.22,12.204674,-50.671981
10.22,12.846522,-5.047198
10.22,12.978604,33.245705
10.22,13.035324,7.281026
10.22,13.145279,16.570547
10.22,13.259694,43.90842
10.22,13.26935,16.056967
10.22,13.296345,32.604622
10.22,13.340798,31.308682
10.22,13.512914,13.838298
10.22,13.845681,25.238214
10.22,13.977214,-47.400176
10.22,14.48892,-45.294597
10.22,14.495323,35.467713
10.22,14.564825,46.056063
10.22,15.06681,-2.851417
10.22,15.122969,13.320176
10.22,15.243354,27.132688
10.22,15.692759,-48.690881
10.22,15.96489,27.594385
10.22,16.340987,-11.532064
10.22,16.388943,66.62286
10.22,16.401741,-13.051375
10.22,16.464356,31.876866
10.22,16.6446,5.424335
10.22,16.746416,17.649858
10.22,17.167457,2.383882
10.22,17.265974,-44.244281
10.22,17.88466,-43.567089
10.22,17.909516,-28.135003
10.22,18.064866,8.863494
10.22,18.163733,-27.19403
10.22,19.236303,-76.637278
10.22,19.329415,16.497955
10.22,19.51923,36.152828
10.22,19.908727,-28.339077
10.22,20.445872,4.954913
10.22,20.455434,51.790061
10.22,20.667496,-28.791996
10.22,21.31266,-57.026201
10.22,21.329787,-33.684163
10.22,21.489594,-10.323607
10.22,21.825722,-34.907645
10.22,22.066191,-32.544762
10.22,22.314751,5.142739
10.22,22.395917,-34.903648
10.22,22.861718,-56.490813
10.22,22.96665,49.897995
10.22,23.364539,43.354178
10.22,23.641815,4.316673
10.22,23.878565,-0.808258
10.22,23.94568,-47.176592
10.22,17.630269,22.953162
10.21,0.502752,-33.403449
10.21,0.554675,-24.291543
10.21,1.065521,-36.263139
10.21,1.188268,-17.883558
10.21,1.225139,-73.336204
10.21,1.360331,-17.879482
10.21,1.427293,-24.691982
10.21,1.663275,-28.275177
10.21,1.741602,44.463869
10.21,1.743869,23.388733
10.21,2.625431,71.304515
10.21,2.70582,38.622556
10.21,3.046266,12.354023
10.21,3.073855,-10.752991
10.21,3.13216,-28.219726
10.21,3.707934,-80.025471
10.21,4.101027,34.180243
10.21,4.14374,-2.683707
10.21,4.653432,10.924297
10.21,4.69323,19.592542
10.21,5.411889,1.73007
10.21,5.467223,40.351492
10.21,5.590879,72.465995
10.21,5.953904,-7.289014
10.21,6.598235,-17.897409
